id,text,label
10240,it badshah thank ur ultim,1
10241,amishdevgan evm wali lahar hain kya ya asli wali bta do chaplus patrkar jaldi reply to kar diya karo ya gali khane,0
10242,smita muk would love kaash invite milta type ka celebrati,1
10243,daku nawazsharif daku asifzardari jail mey kutty ki mout mari ga pakistan ky caror gareeb awam,0
10244,vsupportnamo indiffer kay httweet gyan mubarak aapko chai chugliyan mubarak hamein,0
10245,sab duniya mein khushi lahore kyunki kabir parmeshwar ji leela jagat guru rampal ji ma,2
10246,khan jannat aise kutta ni bolt,1
10247,mr siddharth bn devendra umang aninewsup ani lifeofsko akal pass mujhe mt sikhao tumhari baat,0
10248,ppbajpai paglaa gye shayad modi ji jitne pr takhlifff zindaa rahnaa maro,0
10249,princess kesi fr stori life,1
10250,rt imzee ya allah pakistan awam sunn khud candid hee sun ly,1
10251,rssurjewala are kutte godse ji jinda to tujko thok dete jyada uchal kisi din hati,0
10252,rt noumanrao now ptm go agenda banandarrestptm harray plz,1
10253,muslimsmatt hamara maanena rizk allah deta duniya hazaro religion hindu religion tho,1
10254,imrankhanpti samjh ni ati khamoah toofan afaat allah pak maf kre sirf zulm baxheo k,1
10255,bda blunder kr avi mereko time nikal bahat bada chutiya report bs ch,0
10256,with sai grace structur work complet special thank vinni maa sada ghode,2
10257,rt tamanna khan gundagardi dangai chuna chalu rahega ganda india syria na ban jaye bas,0
10258,rahulgandhi evm sajis yadi sabut cort kyo jate party desh aandolan kyo,1
10259,rt missros halat hmari h tmhari tou h aisa h tou phir yari tou h tou muhabbat dilah mang h ae sha,1
10260,rt huwaiii al hamdiallah everyth night make duaa,1
10261,riteishd sirpareshrawal bhai politics chakkar naam mitti milara isko samjhao peopl,1
10262,rt howispangl new sublimewithrom album sound sooo fuck tonezon and i like for the night love melodi,2
10263,z zulkifl haaawww ap mje guzra samajh lia me univers mey perha rai hu cours hen time,1
10264,ppbajpai are fhir tutiye barking lutiyan media report saab kartut samaj bika,0
10265,gadhe delhi gobar bhar dimag kuch,0
10266,hamidaz imrankhanpti aarsh khan dxb itxniazi everyth go better inshallha,2
10267,bbchindi dogl bjp samil bjp khuda samajhadar haiisne gujrat el,1
10268,wertesfraeulein long rock n roll und steal love von mando diao don matter king leon,2
10269,dibang abpnewshindi doglo congress media prabhari bhejane nirnay berojgari,0
10270,rt ankitas p a humlog kya h a romant dance p kaise a pillar k bicho bich phir ped samajhke,1
10271,dafa ho jaoo sonamakapoor hello auntie ghatiya plastic bodi bolna mahan word nahinh,1
10272,baba bagde aajtak sardanarohit tumare jaiso wajse tk mandir mandir chod or mudde,1
10273,rssurjewala kuchh gadwad warna mp seat nh hare hote scindia sri nh logo ghr kha tk nh bna,1
10274,agassiching thank din kuya agassiching kami magsasawa loveyou jaiga pashout kuya,2
10275,narendramodi mani congratul modiji it good fortun pm gain aasha,2
10276,bhavs sng naan jaan saal bahane marke bachi option sikhne alava frustration ni,0
10277,vote modi ji jeeta aur amitshah grah mantri ab keju,0
10278,heyahsaaschanna i like pair jeetu bhaiyya farjigulzar much both look awesom,2
10279,pakistan team se kuch b expect ni kia ja skta jab jab expect kia inho ne izaat ka faloda hi bnaya,0
10280,bhuvneshwarisr sreesanth newsnationtv ok ji dekhenge,1
10281,bhumiyafwd aapkadharam kapilsharmak priya friend naam nanu naam yaad priy,1
10282,bahut khubsurat lagti,2
10283,sir man gye best commentri predit ka kahna hi cricketaakash markram wicket,2
10284,aajtak sardanarohit ncr ghamasan karney jarurat sarkar ney isey lagu karney vachan,1
10285,newsup jitao modi one give shit musalman useless problem like,0
10286,breatheapril i late comment tweet i wanna i realli miss n,1
10287,zeshanmalick maryamnsharif smaj ni ata noon leagu ka social media kesay kaam kr leta behn chod bcho,0
10288,rheemaparashar h spoke person bhejnhe news channel hi band maidan chhor,0
10289,bhaya captan kasur uper jo manag bathi masla un,1
10290,nawab zada here pleasur mine,1
10291,ravidubey ravi i watch kudiye ni i jealou she beauti well stay bless lot love two,2
10292,tera ghum mera ghum hum sb ghum in sha allah zaroor comeback kara ga halka ni lena pakistani team e,1
10293,narendramodi jeet dher sari subh kamnaye modi ji asha jistarah desh janta khas bihar jant,2
10294,rt jxpooja dilli aa jaayein well hv u chkd mohalla clinic,1
10295,dorsarpti profegiraldo ricardo pat n philip mario m ndez mariochalatetorr el chepe ardin,1
10296,tahiryasin buddha patriot allinon jaweed icc main tou laita lakin,1
10297,duniya bada imandaar democracy birodh adhikaar unpadhoo kaya malum,0
10298,yadavakhilesh ha ha ha went tweets i stop laugh papa kehna akele la,2
10299,mtljer budday so good see dude combobreaker mk,2
10300,imjrk ummid post warna selector select stuart binni p,1
10301,rt zahrah u ya allah accept ibadat allah merci us entir muslim ummaameen i love much futur husband may al,2
10302,abpnewshindi janta evm pai vishwash kayon janta modi ji pm app pahle bo,0
10303,shakaruler subashpandey radheyshyam rahatindori jb tk rahegi kbje mei ec anjana modi media nahi kr paogebhaiya,1
10304,i love baccha hes cute hi express hair chubbi cheek ps i watch,2
10305,happy birthday day bahiya iqrar iqrarulhassan pehlaajofficial hbd iqrarulhassan fara yousaf,2
10306,bharat darne sharukh k aamir k pirma donna shabana aazmi promptli congratul modi ji,0
10307,free thinker wo cabinet minist ban chewtiya chewtiya bachho stalk ka,0
10308,itz aziz congress nirnay anchor insaan jae bhokne kutte amish sad,0
10309,i love lusciou looo bria hll even bria ghetto,2
10310,snowflak kadi ninda hathi daat polit correct he done brilliant job hm far,2
10311,rt notyabbygurl it realli break heart everytime i see someon ask prayer ill parent allah sabkay maa baap,2
10312,are bc kon tu koi bhav nahi deta ato toh,1
10313,ye odisha odisha bjd nahi jitega jitega kahan jay bjd modi ji pure desh tsunami h,0
10314,maseehmahdi gernailsaheb thi new holi aas paas b sister ko kidnap kia inlogo i saw v,0
10315,yei bra hok doctor bany ya na bany lekin tharki zrur bany gaa,0
10316,fantast film pmnarendramodi must watch biopic great perform underr dhaansu actor mr vivekoberoi si,2
10317,sardanarohit kuch bolna jaana aadmi nirnay congressi mann bolne,1
10318,for time cricbuzz ne mashraf mortaza loos skipper likh tha cricbuzz inhe believe,0
10319,rt samareshroutray happi birthday son best thing ever happen i sing dancelaugh childhood,2
10320,me mainstream media toxic liber friend ya man bc bsdk sirf fake propaganda news dikhaate m that,0
10321,republ bharat soniya dhoort lady ye vakt mazak balki shaq ye khas agend le,0
10322,tarakmehtaka sir i big fan serial main start se episod till present a,2
10323,rt vishnubhairami sawalaramparmar narendramodi drkumarvishwa mamataoffici good morn jay mali samaj,1
10324,zainabsikander sure appko saal sae sambhala toa chintith wish gut,1
10325,imrankhanpti happi god answer prayer aaj pak phatake futenge,0
10326,khair hogai sarfaraz jani we still love you no t caption sarfarazahm wehavewewil,2
10327,rt nsitharaman thank barkha kind word,1
10328,thehindumag nathan archana yahan khaane khaane oniongarl dhund,0
10329,narendramodi sirjai shree ram bharat mata jai i love india sirkal news main wb dekha no kharap,1
10330,girirajsinghbjp sir ji khushi shri narind modi ji pm bnne khi khushi apke,2
10331,kunalkamra swamy agar hath tujhko kejriwal thook chaat post se promot peshab chatne deta,0
10332,predict about saint rampal ji mahan sant bharat janme lega prakritik parivartan kat skta hai,1
10333,go backmodi better commit suicid modi aagaya,0
10334,myogiadityanath sir banda rec azamgarh rec wale cancel vacancy paisa lauta kripya sgyan,1
10335,logicalgabbar bhai swami ji intellectu person govt chlane lia sbhi krna pdta swami j,2
10336,nayakragini rahulgandhi aj apka tweet danik jagran ayaa h gud work gud think incindia,2
10337,zedgrrdaisy its i fast day last year still liverpool lost i realis wud still h,1
10338,sherryontopp sir u r top boyega payega modi seema bahar fekne baat,0
10339,arslanbinazhar aiman nabeel jawadahmadon imran khan prime minist hei ap rai hein k system nae jis sy,2
10340,rt dsiddananja such disappoint day prokannada karnataka represent loka sabhe we elect puppet high command,0
10341,biblio phagist oh fida realli good movi hindi dekhkar dimag kharab raha but movi,2
10342,gurmeetramrahim good morn pita ji pl bless sewa sumrin parmarth bakso ji pledgeagainstcorrupt,2
10343,aajtak asadowaisi kyunki owaisi hate speech dekr violenc faila haiinhe pm sbka vishwa,0
10344,mmiinniii vika bahl exoner kailash kher rajkumar hirani invit pm swearingin ceremoni what great time aroun,2
10345,mick happy happy birthday maula khushiaan dikhaye have great year ahead and prayer mother may rest peac ameen,2
10346,dur rahiye sex cool nikah ose phele hath laga haq hume,2
10347,fun fresh talent that team ulta beauty we look next esthetician,2
10348,tejasvi surya tej ananthkumar your humbl earn respect tejasvi i wish naaah wish,2
10349,vikramwkarve samarjeet n everi career pro con no point compar best make best use best philosophi,1
10350,ab smaj bolega abhi bolega rhne pehenne dhng ni isliie aisa bachi ko,1
10351,mahan saria isko stone death punish dene male wit bataya jehadi zainabsikander,0
10352,chhota teller h aage kay kay h,1
10353,bhale india pakistan k beech cricket world cup match dekhunga jcbkikhudaai so much fun,1
10354,kapilmishra ind delhi replac congress jitni aag suraj nikal hein uuse jyda aag congress lagi hein,1
10355,shell alway favourite allahumma baarik ppro,2
10356,adityarajkaul girirajsinghbjp girirajji badhai aapne brilliant potenti indian polit ai,2
10357,narendramodi modi ji badhayi ho varanasi niwasi aur hamare ilake sadak kafi din ban raha h,2
10358,faryaltalpur kehti hy aid khas bemari bibi g aidsbilawalzardari masla ghareeb,0
10359,conngress ke spoke person jhuth alawa inhejinka presid jhutha,0
10360,pegar jogada da partida jogando de lucio com uma internet cheia lag pra fechar noit com chave de ouro,1
10361,kavita raja koi battamiz ladkiyon galat repli derahe isliya notice,0
10362,cyrusdcunha dekho plung pt miss udhar jhol,1
10363,snashmahlobo aaag sweet thank,2
10364,sun shine glow sea wave acha bc gaali emot last lga,1
10365,ritz roop sadiya noorain twitter jinka hour baad twitter mail padta shi,2
10366,eyehinakhan nice picture alvida jumma mubarak ramadanmubarak hinahol hinakhan,2
10367,uppcllko honor hum logo ko rojgar deya jay thank mission manag mission associ puvvn,2
10368,ashoswai chutiye akut rah bhat karo tm jhatu ka khene hindu terror ban jata terrorist ka ek religion h islam h,0
10369,maro oh star tweet speak i appreci tweet,2
10370,rt miasthermopoli thank iren thank tamara thank hajar thank nicol thank alba thank celia thank,2
10371,upasanatigress bahumat hindus wajah khush krenge modi bjp gaali dete ab,0
10372,wo bolenge tumhe baat buri aadat samjh lena shayari love pyaar,1
10373,rakulpreet dedepyaarde mam i went movi trust u live upto rakulpreet,2
10374,rt ask the elect result verdict peopl like the part correct karan thapar piece hea,1
10375,vibrant maryamnsharif samjha miftah friend,2
10376,mahan saria theflyingnemo to us bechari sautan laa too ekta kapoor serial drama,1
10377,ye khulam khulla karrik bash behen ji naira ak mot kese accept karliya worst daughter,0
10378,incmp mp congress please priyanka mam ji batoo pr visvash kray ant vijay satay mehant rung laygi,2
10379,narendramodi bs job uski dilwa dijia ni zindangi zee ni paiga jish year dia h use lad,1
10380,mysteriousg aryavrta hindu kmjor dyalu avshya hindu hath agr mala avasya dusr,2
10381,sir ghoomta maza ata rat sapny ni ati neend achi ati ik dum mast ft kamlesh,1
10382,aisa react karien block chale jayien mai samay kharab,0
10383,shaadi ruksati night i lot creativ input creation look i realli proud th,1
10384,rt kittu kashyap rajerajrajeshw pandey prabodh ojha dharmendra ajay bk mayank parmod delhi yuvrajsingh mdmd,1
10385,i two children ab bapon naam puchho yehjawaanihaideewani,1
10386,pizzaliciousss apna time meant shra eid chaand ban gaibaki logo maze h roj new look aate h pari,1
10387,berozgar vet jam kamal in jam kamal great initi much oblig hope we believ,2
10388,kirannazsamaa dear sonu jha india modi ji phir bar desh pm banane pak,0
10389,kikusharda happy happy bday krushna kas love share stage great energi great vibe aao party karein nalasopa,2
10390,rt manishkwrit subah shaam ek hi kaam mamataoffici didi jai shri ram tajinderbagga rohit chahal sunil deodhar mamatafrustrat,2
10391,sairasherazi lanat ho pay tmhre maa baap py jinnho ghaleez cheez ko paida jo srf izzat da,0
10392,imdatbitch muah go,2
10393,kohinoorkalsi walking your footstep mere sohne satguru gurmeetramrahim ji today i donat new cloth poor ladi thank,2
10394,i serious tell one call ir msg hathwaybrdband ill switch connect shanti,0
10395,rt ramal fatima ahmedrazaqadri ummrah lucky draw rd ahmed bhai k khubsurt andaz as a host mashaallah you are simply the best,2
10396,iradhain pokhta nazar khuda tilatamkhaiz mojhoon gabraya kartay all best bo,2
10397,rt amitbeher priyara aap loog galti sach bool jave akhtar never done burqe pairavi gaja,1
10398,arvindkejriwal very nice palsir ji mujhe bhi aap se milna mai kai karyo e khus k,2
10399,j buler dlnarango agre well ok i agre mentor near futur a hat like realli take someon special,2
10400,rt zeetv pritam suro jaadu pahuchega anand raj anand judg dilon tak srgmplilchamp par satsun pm singer shaan,1
10401,chaleaana song sung armaanmalik pleas littl time watch video veri beauti son,1
10402,juberahmadansa aap galat sabit pure desh muslim vaha bjp ke,1
10403,rajbansal iamsrk wo paidal last dono flop ptani tiger jinda flop,0
10404,pramodv narendramodi amitshah prahladspatel bhai ji badhai,2
10405,roflgandhi chatne sambit pichhe chhodna chahta bjp main competit,1
10406,asadowaisi how come first man what earlier incid ab naam roti pel shame,0
10407,rahulgandhi good decis media congress parti debat dekhte dekhte h media kregi good,0
10408,sakina fawadchaudhri apne khusre baz es nana mulk tora bar es khusre p,0
10409,maryamnsharif she obssess siwa yaad,1
10410,shadi lae normal meri madrid walon lgti bht achy kbhi club baat,1
10411,marriyum a pmln org maryamnsharif kutti khanzeer sirf harraya allah balke kutte ghaseet,0
10412,bainjal pmoindia pragya thakur bhopal jeet sabit hament karker ji desh dhrohi tatha,2
10413,narendramodi desh loktantra takat rahsya sayad congress pichlaggu samajh paye isliye j,0
10414,amirmughal zartajgulwazir en ma krna ke capac ni yaha pmln ka koe krta randi rona ni khtam huna,2
10415,mohdras ghanshyamtiwari jaishe janta chupchap vote awr,1
10416,lame marwadi bhuvan bam technicalguruji youtubeindia he he self made star no team collaborati,2
10417,daharwalk in last line arora ji told thequint wo data hum yadi ukhad loge kyunki ab modiji jeet,1
10418,shay londa get along well,2
10419,anjanaomkashyap sense jada berogari maar netav h jo chunav haar modi g kya kaam,1
10420,zwfffyjgklela min of lych thakurdadu manakgupta officeofknath ab aate h tmhri baat parkya hatya,0
10421,thekiranbedi pmoindia narendramodi bahot bahot badhai desh gaurav kiran maam nd modi ji,2
10422,crush wow yr tm cute bhut acchi tm inner mepag khi patane koshish kr isko pta hi,1
10423,karthiksubbaraj sir big fan film keep make kickass film sir,2
10424,hmoindia amitshah sir grih mantri pad shubhkamnaye dil se vichar prakat karta hoon,2
10425,rt imhanishag follow twitter tag facebook tere quiz ne google beat dia thi song fan movi desc,2
10426,rtforinc yadavdimpl mp chunav evm jitaya janta congress vote kiya,1
10427,up silk congratul honble true patriot and honest home minister sri amit shah sir koti koti pranam jai hind,2
10428,rt luthariarichi peopl hate corrupt congresslekin incindia patan desh subh sanket congress gand,2
10429,i wish very happy and blessed ramadan or ramjaan month to you the hon nd presid billclinton sir of usay,2
10430,narendramodi kuch samay pahle rajiv gandhi ji bare abhi turant rang badal liyesame gand,0
10431,narendramodi heartiest congratul team sachmuch seena chauda jab aapko vapas pm,2
10432,rt trolldevendra chahe seat samajh ghotale,0
10433,kkalpanat shaadazahar newsup apna dimag lagaen are ladies mad issu metro tok,0
10434,mansi how like jholi baba whole legand stan,1
10435,shefvaidya ma good night friend jaisa tweet,1
10436,chitraaum problem vipaksh aisho aaram toilet ga electr mudda,0
10437,rt ibeingdevil fokat samosa khaane fokat movie dekhne critic tweet boycot salman khan movi lol funni c,0
10438,mali terri bhna choot pr suar hgakr mooh goings madarchood knjrf oolad teri bibi ki,0
10439,rt rashmik azaadbharatorg har tarah deshi gaay ka dudh labhdayak worldmilkday,2
10440,neerajneeraj actually samajh nahi aa badi baat gaya w,1
10441,narendramodi respect narendra modi ji congratul modi sharkar,2
10442,now play love n hennessi remix a chal feat chainz,2
10443,anjalik nahi unko zarurat pacif ocean dub jaane,0
10444,shekhar tarekfatah sale chutiye pakistanio chutia bnaya sena pilot,0
10445,rt ra thore today defin one histori independ india narendramodi ji swear pm council minist,2
10446,rt niiravmodi vidityum le shraap du,0
10447,superb present scenario darshata,2
10448,dear maniye narendra modi ji dubara pm bnne pr hardik bdhai p subhkamnaye ham apke h modi ji modi g,2
10449,rt itzbsp debkumardasgup tomarrawat sulagnadash ashokepandit gvnair kya chacha tirth bhraman umar mc bc,0
10450,maalacollin elnarist collin maala janruselldm hahaha nicee,1
10451,ladywithflaw mujhe samajh ni pleas clarifi maam,1
10452,ihinakharal seemegraja plastic note logic hy phattay ga kharab tau baaar n,1
10453,imvkohli narendramodi abe dalal bjp futur bjp,0
10454,thevijaymallya youtub are tu aa h wo modi phir pm ban gya chupchaap aaja sidha sidha vrna mo,1
10455,rt saymaparveen drkamalprataps sir aapne exam di year ke aapko jaldi lg sirf exam dene minimum elig,1
10456,kushwaha sima mem aapki lagan aapki mehnat aapka sahas tod har takat jiski bajah khule gun,0
10457,narendramodi hardik subhkamnaye mananiye modi ji umeed nischit desh jan abhilashao ko purn,2
10458,laluprasadrjd bina gaali khaye din tera bsdk kisi bhais laat akal thikane aayegi teri,0
10459,keshavyadaviyc rahulgandhi parti karya krta dosh bus deshwasion buddhi jo samaz na,1
10460,rt alteredcarbon zoo bear so she vote bjp bco hindu khatre,1
10461,media trp chi hindu ko bjp sarkar chi muslim congress sarkar isly haal gdp ka lkin,0
10462,urduvoa voa urdu k band hgai resukt oye begairto apny tumlogo bohat fikar lagi pa,0
10463,manishranjan be sanskaari bsindia haat katora leke ghanta hindu pride hoga,0
10464,kingsrk maa kamai khane,0
10465,wow got see i miss i bitter ex it shitti life get ruin,1
10466,rt ahadhus singharun vijayku pmoindia it realli much true naiya paar kara,1
10467,bjpamethi smritiirani narendramodi yahi modi ji mahanta kathni mae samanta pragati path pa,2
10468,maryamnsharif allah kasam zada dheet bewakuf chorni chor beti chor behan chor,0
10469,as salam walekum ramadan kareem new cm state andhra pradesh lot love affect kingdom saudi arabia,2
10470,dilipmandal teeno parti elect bhut ye decis lena sply aaj tak anchor n channel bjp paid channel h,1
10471,sardanarohit tumhare dalal show jake tumlog anchor thodo bjp spokesperson,0
10472,maham zaini peaceforchang en ki zalalat daastano tareekh aoraaq bhare pare behna samaj,2
10473,vidhi vidhan jin bjp parivar baton tmc ne hatya unparivaron dilli laya modiji,2
10474,there kabza da small song i despis much such filth,0
10475,shoaibmph har jeet mind muqbla kro muqabla jeet game hissa fight fight fight,2
10476,askstar can india replac vijay sankar place ajinkya rahane ajinkya rahane well known england pitch,1
10477,rt jvsthowon throwback hoya danc freestyl mj love never felt good feb last year today perform sam,1
10478,rt madeofchao agar apke pass dhangka kehne zaban takleef karein social media ungliyun,2
10479,manasrocksss pinkvilla bache psycho shakal dikha saala kangana fan paidash badsurat h,0
10480,rumanmalik michaelvaughan if kaho seedha kaho pak jeet,0
10481,tularam kapse officeofknath nakulknath incmp babariadeepak pcsharma kya samvida karmi mahangai nahi maa,1
10482,sherryontopp who chhota bacchaa we got it thank clarif,1
10483,realm walo update phone realm logo stuck jara tumara stabl updat mhino tk pap,1
10484,pbhushan tum c ko mandate samajh aayega dalla indian jurisdict,0
10485,emekaihedioha kosito kosito retweet ehn i doff hat sirrr,1
10486,shahid siddiqui janta pragya chuna ab shahi suvar boforswal ukhaad,0
10487,deeptisachdeva ishrat co task knock modi the rule state facilit,1
10488,krutika patel listen tamil one song sapney roshan huyi raat super song,1
10489,bhavikakapoor ab se econom ka lesson humlog lauri behan,0
10490,hindilanguag word best easi languag understand sanskrit best ever languageaur tamil ach,2
10491,sushmaswaraj mam india v corrupt discrimin etc kahtam v mp mla mini,2
10492,manaalmushtaq ya tou bc baiton tarbiyyat achi krlo ussi ki jesi aurat la kr stop exploiting,0
10493,roflgandhi shayarimran mere respect sir elder bhaijaaan love u pray fod,2
10494,srbachchan imtehan wo yeha door uhi chalta andero umid wo diya jaata kaal umid insan,2
10495,shayarimran wo beef khaaeye aitraaz ab khaane jallad baitho sharm kro shar,0
10496,narendra modi jindabad,2
10497,rt mohdali topsgrup topsgruphr may conduct bad bite note good kunal kousik ham march huva ba,2
10498,cheung chichi beauti look friend ship raza bhatti pakistan whata,2
10499,airtel presenc atulbegwani dot india sala murkh banata area madharchod bekar,0
10500,rt sonamkushwah blackspotonjudiciari nitish kumar said bjp badka jhutha party damn liar parti is it correct,0
10501,modiledubega ap kewal social media likhte h aapki party congress rahi h aandolan kuyn,1
10502,mehrosh presenting u beauti preciou hasti timmi friend alway close heart i glad fr,2
10503,bhai sree narendra modi ji aapko bahot bahot badhai aap mandir dhara kaam,1
10504,papaji feb jahazo jhund sirf jf maa chood di pori india hehehehehe gayhind,0
10505,sidrahdp aajkal bacche sort hai possibl bco see wev done,2
10506,chup bhadkow edit button daalna daalo bakwaas baatein lund kay palak pakoday,0
10507,ad idol shampab nishi mera dushmaan,1
10508,mohfw india drharshvardhan pib india nitiaayog badiya badiyan mubarakaan may continu initi mak,1
10509,arunbajpairajan afreenk mamataoffici modiji vanish rss never rss base bjp,1
10510,insanneeru thanku rab ji saint dr gurmeetramrahim ji use guidanc thi pledgeagainstcorrupt derasac,2
10511,congratul vivekoberoi upcom narendra modi advanc modi ji aa aapki film,2
10512,rt bollywood life kabirsingh new song tujhekitnachahnelage new age love ballad fill melancholi long watch video,1
10513,maryamnsharif nwaz chor b chori kr aaya tha main halqy kiun kholy sacha,0
10514,ye wahi waqeel logo h saal intejaar beetha sarkar bante mantri dabedaari tok,1
10515,paiso gulam paison ghulam banayen motivationalquot motiv motiv,1
10516,hi mr pak pm aapane modi jitege ham phatake bajayage bajaye nahi bajaye lagao,1
10517,zeenewshindi what wrong pleas explain zeenew hindi bhakat prahlad famili se belong kartha and holi,2
10518,sunochanda farhan saeed iiqraaziz baat sirf romance baat samajhne aapas understand k,1
10519,ak jinbt yoongi reaction jin freddi mercuri ehoh chant pure fond yoongi got excit he,2
10520,railwayseva drmkhurdaroad one thing certain indian railway regularli irregular and dream abo,1
10521,ppbajpai bajpai ji pls ham aapki ijaat modi ji baare ulta likhe site dilaya,2
10522,ccredit yourshabibti sahi app apk himanshush aur unoffici ke li,1
10523,jigneshmevani imranhindu exactli i meant n aache din dream,2
10524,waglenikhil are u fuck illiter chutiye dimak illage karwa dont bark like mad dog,0
10525,jbhrahmin ankimast wow red plain saree pahen cute lagegi red plain sare sleeveless blous will look awasom,1
10526,roz bombay train bahar logo side potty dekhna jhopde bhook mar road,1
10527,hey i excit realli suprb seduct cool are excit watch movi watch g,1
10528,arysabirshakir arysabirshakr pakistan kismati hy hamary gunaho saza ky jasy hami repres kari gy,0
10529,rt aisho kumkumbhagya darpoks sharam band yei natak goodi goodi zaroorat,0
10530,rt sanjiv skg zeenew rahulgandhi bjpindia logo congi nyay phir baaj aa raga,1
10531,ashokgehlot sir abki modi sarkar aur ha baat aapko modi ji hame lakh ru,1
10532,tiwarinivedita murkh samjhte consid wrong good thing normal human,1
10533,veer gurjar majorgauravarya amitshah rajnathsingh best tome,1
10534,divapatang hahaha taso afghanistan day allah taba barbad namak haram kom day afghan pakistan zindabad,2
10535,thesortedchao laga apke ne wheelchair hi daal di tabhi dard burnol lagao khooni b,0
10536,rt isalmanist saath balloon la daystobharat,1
10537,we delight welcom mr sanjeev viswanath onboard chief sale offic togeth look forward f,1
10538,bharosha ce thi also citi you welcome cool citi,2
10539,rt memor hindi bolne north indian panipuri bechne jaise south indian po po bajake idli bechne,0
10540,yadavakhilesh sir ji dusare ahunkaar chhro ahukaar chinta agar plu congress plu s,1
10541,noth beat roti chatni makhni along lassi heat desi,2
10542,rahulgandhi kya bologe cahukidar chor apne ghotale baj chor rahul g,0
10543,rt fayyazahmaddog therealpcb best luck dear pakistani cricket team proud may allah give success wc insha allah,2
10544,wow dat great courag hardwork badloge tabhi desh badlega proud human definit you h,2
10545,kuya khel kaninang nag wish ako sana magkita tayooo pa meet greet kanaman dyan para makapag p,2
10546,girl nuksan if badthan i dad,1
10547,suhaiaziz polic good loot extort innoc pakistani realli happi ranger brought peac karachi,1
10548,narendramodi modi baba ki jai aapko shubh kaamnayein mubarak baba desh ki foundat,2
10549,gen vksingh aapko dobara jeet hardik badhai ho magar aapse anurodh h garima garden pasonda ghaziabad,2
10550,madarchod tmny gaand mardi bharwe un student sy pucho bechary naukri kr khrcha uthaty khayal k,0
10551,maryamnsharif apne chor baap pucha pakistan paisa lot uk apart kiun kharide baap,0
10552,koitoken follow us retweet hashtag ineedkoi koitoken like airdrop get free comment eth,1
10553,rt chillbrock cheat someon disgust hurt disrespect thing could ever someon say love,1
10554,maitri xx beingsalmankhan mai dil duaa hu aane wali bharat movi super hit,2
10555,weldon armi chief salam apko pak army kash aese faisly civilian govt bi hothi billion fraud,2
10556,arfabukhari jalan tw tmhe aese horhi jese tmhare baap lga ainda himmt b mt krna baap tk pohnchne,0
10557,imranmodel roflfact aagaya jaat suar bahan pasand bv abba ma te,0
10558,rabridevirjd arre aunty ji aajkal bachche voter list naam check singap,1
10559,worldnotobaccoday undervth piou guidanc saint dr gurmeetramrahim singh ji insan guruji derasachasauda vol,1
10560,over hatke personality sirpareshrawal ji mani mani happi return day,2
10561,rt haddbc kohli bc chutiya paata hrithik,0
10562,opindia com isliya pakistan ko attack kornes gussha thee shame,0
10563,tere pyaar todna tere pyaar todna chaahe piche jag pare chodhnaaa fav song behir yearofbehir,2
10564,jb ghr safai kamron saf kya line tarteeb safai jati,1
10565,arshad afridi at least much better sharmila farooqui shehla raza billo rani,1
10566,rt inner zee callm oxygen bas khushi import hai world jaye bhar,1
10567,rt onlinevijayfc here dear thalapathyvijay blood we happi share that our handl name chang onlinevijayfc,1
10568,rt tripathijihima madhya pradesh chitrakoot nila satna subah electr problem h kisse logo c bina ele,0
10569,karunagopal dhruv rathee madamji aapse puchna aaplog kyu harvard bejjati,1
10570,kyunnn takle invite pmo,1
10571,journeywytcoat chooza imrankhanpti ind pak fuck urself jahil patta,0
10572,brokenga love u much there absolut noth insecur bc ur uniqu ur way ok u,2
10573,anjanaomkashyap ujjawala yojna jyda effect kyonki maximum ladi bjp vote h,0
10574,anuraagjhansi congratul piyushgoy sir truli proud accomplish look forward help completi,2
10575,ppbajpai khoob bjp jiti balki vote loota jeet bina dhandhli phir evm tamper kyo,0
10576,narendramodi modiji happi god bless cabinet all best pradhan mantriji,2
10577,narendramodi congratul sir ye khush kismati aapke yug janm lia or aapko pm,2
10578,gambler rah thank we got dm we ensur sort right away happytohelp aisha,2
10579,big jay mcneeli there is something on your mind big jay mcneeli the extend play collect ep,1
10580,siasatpk ya sale jane dharti huti ha azadi huti ha pakistan bap bnaya qaid azam ne,0
10581,aksharsrkian bc disast ne ussr ki gaand faad,0
10582,shefvaidya pata mullo gulami chahte hindu torch everyday pakistan,0
10583,world cup fananthem uber india made day lot amaz finger cross team india cup hume,2
10584,kisno vote sansad bo modi chalne kamal fhul modi kisan leye acche ki,2
10585,rt nilesh krishnaa this gonna interest lallu vatsan chakravarthi kanna ravi congratul guy super wait,2
10586,rt aleeshadontcare baap izzat beti hathon r properti nalaikon hathon,0
10587,roflgandhi absolut agre congress jalan humare muslim vote bank humko vote owa,0
10588,pushpen ha hrami fhir baap chaukidar desh musalmano gale lagata puch jara,0
10589,bebakaawaj ham tv man padta media tak bik gyi,1
10590,chetan bhagat dhruv rathee kunalkamra reallyswara exactli sir well said sir,1
10591,adizakingdom prinku ji apke jiju kabil bnege naamkarann avneil adiza,1
10592,crank observer mamataoffici tera baap darrpok halala product thoda izzat tere,0
10593,haste haste cut jaye rast,1
10594,aajtak sardanarohit congress sp kyo logo behash modi gya rahul,2
10595,kohinoorkalsi god name treasur trove happi fill one life materialist world etern world w,2
